transcript_id,call_id,transcript_text,sentiment_score
21291,21291,Customer called about billing issue. Mentioned service was okay. Property hospital book hand ground child.,0.47
21292,21292,Customer called about order inquiry. Mentioned service was amazing. Effort age end clearly.,0.94
21293,21293,Customer called about product question. Mentioned service was thank you. Environment produce another when public serious.,0.6
21294,21294,Customer called about order inquiry. Mentioned service was excellent. Go maintain election back.,0.75
21295,21295,Customer called about technical support. Mentioned service was broken. Expert yes back source own common carry choice.,0.08
21296,21296,Customer called about complaint. Mentioned service was satisfied. Reason federal best democratic gun send read.,0.61
21297,21297,Customer called about product question. Mentioned service was great. Produce drug serious key relationship so develop.,0.67
21298,21298,Customer called about technical support. Mentioned service was resolved quickly. Food interesting board hundred already in peace.,0.79
21299,21299,Customer called about return/refund. Mentioned service was terrible. Property staff outside both forget center.,0.14
21300,21300,Customer called about account access. Mentioned service was excellent. Keep admit ever worker him seven who language.,0.65
21301,21301,Customer called about order inquiry. Mentioned service was status. Space set statement standard seat six important.,0.47
21302,21302,Customer called about order inquiry. Mentioned service was okay. Wide care establish various consider compare type this.,0.42
21303,21303,Customer called about return/refund. Mentioned service was perfect. Individual physical role room soldier much low.,0.91
21304,21304,Customer called about technical support. Mentioned service was standard. Call sit nearly say look quite light movie.,0.56
21305,21305,Customer called about technical support. Mentioned service was question. Computer what machine we personal.,0.53
21306,21306,Customer called about return/refund. Mentioned service was perfect. Throughout exist third head culture paper identify.,0.9
21307,21307,Customer called about product question. Mentioned service was thank you. Indeed resource entire much everything himself national.,0.63
21308,21308,Customer called about product question. Mentioned service was perfect. She them attention agree.,0.85
21309,21309,Customer called about product question. Mentioned service was satisfied. Plan possible interview clear college heart voice.,0.91
21310,21310,Customer called about return/refund. Mentioned service was average. Foreign edge hold when lose industry war economy.,0.46
21311,21311,Customer called about order inquiry. Mentioned service was average. The good job yet moment such marriage.,0.43
21312,21312,Customer called about technical support. Mentioned service was amazing. Fish blood season firm floor radio.,0.8
21313,21313,Customer called about return/refund. Mentioned service was happy. And action pattern support time box establish receive.,0.8
21314,21314,Customer called about billing issue. Mentioned service was thank you. Marriage not morning energy also interesting along.,0.65
21315,21315,Customer called about complaint. Mentioned service was status. Than local table thousand explain phone.,0.44
21316,21316,Customer called about order inquiry. Mentioned service was resolved quickly. Fire watch report group sport administration recently.,0.83
21317,21317,Customer called about complaint. Mentioned service was happy. Lead station brother chance song couple century.,0.69
21318,21318,Customer called about complaint. Mentioned service was fine. Skill southern reveal rich investment.,0.43
21319,21319,Customer called about complaint. Mentioned service was terrible. Project young cold expert green.,0.05
21320,21320,Customer called about technical support. Mentioned service was perfect. Good level throw reason chair almost.,0.98
21321,21321,Customer called about order inquiry. Mentioned service was happy. Pull safe pattern heavy.,0.65
21322,21322,Customer called about order inquiry. Mentioned service was great. Main travel nor civil never.,0.91
21323,21323,Customer called about product question. Mentioned service was update. Answer song someone baby rest yourself under career.,0.53
